record_id,scenario_year,county,crop,depot_id,depot_name,depot_category,depot_lat,depot_lon,fertilizer_type,depot_stock_bags_est,factory_id,factory_name,coffee_society,factory_lat,factory_lon,factory_cherry_weight_kg_afa,estimated_acres,fertilizer_rate_bags_per_acre_assumed,factory_demand_bags_est,factory_storage_capacity_bags_est,vehicle_capacity_bags,trips_needed_if_single_factory,straight_line_distance_km,road_distance_km_est,travel_time_min_est,transport_cost_kes_est_one_way,route_time_limit_hours,delivery_window_days,priority_score_est,priority_class,nearest_depot_id_by_est_distance,nearest_depot_name_by_est_distance,distance_method,demand_method,source_1_factory_production,source_2_depot_network,source_3_fertilizer_rates,source_4_routing_method,data_quality_flag
R0485,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,CAN,4200,F22,Kegwa Coffee Factory,Ngiriambu FCS,-0.452361,37.442947,187844,67.1,6,403,1288,200,3,23.28,31.43,53.9,5658.0,8,10,0.166,Low,D07,Ciagini ACC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0486,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,Lime,3800,F22,Kegwa Coffee Factory,Ngiriambu FCS,-0.452361,37.442947,187844,67.1,5,335,1288,200,2,23.28,31.43,53.9,5658.0,8,10,0.148,Low,D07,Ciagini ACC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0487,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,NPK,4600,F23,Karani Coffee Factory,Kabare FCS,-0.537101,37.347664,864121,308.6,5,1543,5926,200,8,11.44,15.45,26.5,2781.0,8,10,0.446,High,D05,Baricho DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0488,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,CAN,4200,F23,Karani Coffee Factory,Kabare FCS,-0.537101,37.347664,864121,308.6,6,1852,5926,200,10,11.44,15.45,26.5,2781.0,8,10,0.529,High,D05,Baricho DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0489,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,Lime,3800,F23,Karani Coffee Factory,Kabare FCS,-0.537101,37.347664,864121,308.6,5,1543,5926,200,8,11.44,15.45,26.5,2781.0,8,10,0.446,High,D05,Baricho DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0490,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,NPK,4600,F24,Kariru Coffee Factory,Baragwi FCS,-0.425995,37.38789,49525,17.7,5,88,338,200,1,24.17,32.62,55.9,5872.0,8,10,0.046,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0491,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,CAN,4200,F24,Kariru Coffee Factory,Baragwi FCS,-0.425995,37.38789,49525,17.7,6,106,338,200,1,24.17,32.62,55.9,5872.0,8,10,0.051,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0492,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,Lime,3800,F24,Kariru Coffee Factory,Baragwi FCS,-0.425995,37.38789,49525,17.7,5,88,338,200,1,24.17,32.62,55.9,5872.0,8,10,0.046,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0493,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,NPK,4600,F25,Thimu Coffee Factory,Baragwi FCS,-0.417322,37.388324,49227,17.6,5,88,337,200,1,25.12,33.92,58.1,6105.0,8,10,0.05,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0494,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,CAN,4200,F25,Thimu Coffee Factory,Baragwi FCS,-0.417322,37.388324,49227,17.6,6,105,337,200,1,25.12,33.92,58.1,6105.0,8,10,0.055,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0495,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,Lime,3800,F25,Thimu Coffee Factory,Baragwi FCS,-0.417322,37.388324,49227,17.6,5,88,337,200,1,25.12,33.92,58.1,6105.0,8,10,0.05,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0496,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,NPK,4600,F26,Gathambi Coffee Factory,Mwirua FCS,-0.407649,37.374548,66705,23.8,5,119,457,200,1,25.98,35.07,60.1,6313.0,8,10,0.06,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0497,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,CAN,4200,F26,Gathambi Coffee Factory,Mwirua FCS,-0.407649,37.374548,66705,23.8,6,143,457,200,1,25.98,35.07,60.1,6313.0,8,10,0.066,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0498,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,Lime,3800,F26,Gathambi Coffee Factory,Mwirua FCS,-0.407649,37.374548,66705,23.8,5,119,457,200,1,25.98,35.07,60.1,6313.0,8,10,0.06,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0499,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,NPK,4600,F27,Kagongo Coffee Factory,Baragwi FCS,-0.437165,37.363183,269086,96.1,5,481,1847,200,3,22.6,30.51,52.3,5492.0,8,10,0.132,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0500,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,CAN,4200,F27,Kagongo Coffee Factory,Baragwi FCS,-0.437165,37.363183,269086,96.1,6,577,1847,200,3,22.6,30.51,52.3,5492.0,8,10,0.158,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0501,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,Lime,3800,F27,Kagongo Coffee Factory,Baragwi FCS,-0.437165,37.363183,269086,96.1,5,481,1847,200,3,22.6,30.51,52.3,5492.0,8,10,0.132,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0502,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,NPK,4600,F28,Thaita Coffee Factory,Inoi FCS,-0.50426,37.276546,981403,350.5,5,1753,6731,200,9,17.16,23.17,39.7,4170.0,8,10,0.478,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0503,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,CAN,4200,F28,Thaita Coffee Factory,Inoi FCS,-0.50426,37.276546,981403,350.5,6,2103,6731,200,11,17.16,23.17,39.7,4170.0,8,10,0.572,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0504,2026,Kirinyaga,Coffee,D06,Kandongu DCC Office Satellite Depot,county_satellite,-0.64,37.35,Lime,3800,F28,Thaita Coffee Factory,Inoi FCS,-0.50426,37.276546,981403,350.5,5,1753,6731,200,9,17.16,23.17,39.7,4170.0,8,10,0.478,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0505,2026,Kirinyaga,Coffee,D07,Ciagini ACC Office Satellite Depot,county_satellite,-0.515,37.455,NPK,4900,F01,Kiangoi Coffee Factory,Rung'eto FCS,-0.501303,37.373625,69519,24.8,5,124,476,200,1,9.18,12.39,21.2,2230.0,8,10,0.092,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0506,2026,Kirinyaga,Coffee,D07,Ciagini ACC Office Satellite Depot,county_satellite,-0.515,37.455,CAN,4550,F01,Kiangoi Coffee Factory,Rung'eto FCS,-0.501303,37.373625,69519,24.8,6,149,476,200,1,9.18,12.39,21.2,2230.0,8,10,0.098,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0507,2026,Kirinyaga,Coffee,D07,Ciagini ACC Office Satellite Depot,county_satellite,-0.515,37.455,Lime,4050,F01,Kiangoi Coffee Factory,Rung'eto FCS,-0.501303,37.373625,69519,24.8,5,124,476,200,1,9.18,12.39,21.2,2230.0,8,10,0.092,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0508,2026,Kirinyaga,Coffee,D07,Ciagini ACC Office Satellite Depot,county_satellite,-0.515,37.455,NPK,4900,F02,Kainamui Coffee Factory,New Ngariama FCS,-0.472125,37.459616,386496,138.0,5,690,2650,200,4,4.8,6.47,11.1,1165.0,8,10,0.225,Medium,D07,Ciagini ACC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0509,2026,Kirinyaga,Coffee,D07,Ciagini ACC Office Satellite Depot,county_satellite,-0.515,37.455,CAN,4550,F02,Kainamui Coffee Factory,New Ngariama FCS,-0.472125,37.459616,386496,138.0,6,828,2650,200,5,4.8,6.47,11.1,1165.0,8,10,0.262,Medium,D07,Ciagini ACC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0510,2026,Kirinyaga,Coffee,D07,Ciagini ACC Office Satellite Depot,county_satellite,-0.515,37.455,Lime,4050,F02,Kainamui Coffee Factory,New Ngariama FCS,-0.472125,37.459616,386496,138.0,5,690,2650,200,4,4.8,6.47,11.1,1165.0,8,10,0.225,Medium,D07,Ciagini ACC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0511,2026,Kirinyaga,Coffee,D07,Ciagini ACC Office Satellite Depot,county_satellite,-0.515,37.455,NPK,4900,F03,Kaguyu Coffee Factory,Inoi FCS,-0.503818,37.276883,213771,76.3,5,382,1466,200,2,19.84,26.79,45.9,4822.0,8,10,0.108,Low,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0512,2026,Kirinyaga,Coffee,D07,Ciagini ACC Office Satellite Depot,county_satellite,-0.515,37.455,CAN,4550,F03,Kaguyu Coffee Factory,Inoi FCS,-0.503818,37.276883,213771,76.3,6,458,1466,200,3,19.84,26.79,45.9,4822.0,8,10,0.129,Low,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0513,2026,Kirinyaga,Coffee,D07,Ciagini ACC Office Satellite Depot,county_satellite,-0.515,37.455,Lime,4050,F03,Kaguyu Coffee Factory,Inoi FCS,-0.503818,37.276883,213771,76.3,5,382,1466,200,2,19.84,26.79,45.9,4822.0,8,10,0.108,Low,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0514,2026,Kirinyaga,Coffee,D07,Ciagini ACC Office Satellite Depot,county_satellite,-0.515,37.455,NPK,4900,F04,Kariko Coffee Factory,Inoi FCS,-0.497039,37.273935,800249,285.8,5,1429,5488,200,8,20.23,27.31,46.8,4916.0,8,10,0.391,Medium,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
